filepath,churn,num_commits,sloc,bugs,enhancements,blocker_sev_bugs,major_sev_bugs,minor_sev_bugs,critical_sev_bugs,normal_sev_bugs,trivial_sev_bugs,regressions,vulnerabilities
modules/proxy/mod_proxy_ftp.dsp,71,6,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_http.dsp,71,6,0,0,0,0,0,0,0,0,0,0,0
support/ab.dsp,79,8,0,0,0,0,0,0,0,0,0,0,0
support/abs.dsp,79,8,0,0,0,0,0,0,0,0,0,0,0
support/htcacheclean.dsp,79,8,0,0,0,0,0,0,0,0,0,0,0
support/htdbm.dsp,79,8,0,0,0,0,0,0,0,0,0,0,0
support/htdigest.dsp,79,8,0,0,0,0,0,0,0,0,0,0,0
support/htpasswd.dsp,89,10,0,0,0,0,0,0,0,0,0,0,0
support/logresolve.dsp,79,8,0,0,0,0,0,0,0,0,0,0,0
support/rotatelogs.dsp,79,8,0,0,0,0,0,0,0,0,0,0,0
support/win32/wintty.dsp,79,8,0,0,0,0,0,0,0,0,0,0,0
server/gen_test_char.dsp,12,2,0,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/Win9xConHook.dsp,24,3,0,0,0,0,0,0,0,0,0,0,0
srclib/pcre/dftables.dsp,32,7,0,0,0,0,0,0,0,0,0,0,0
srclib/pcre/pcre.dsp,4,2,0,0,0,0,0,0,0,0,0,0,0
srclib/pcre/pcreposix.dsp,4,2,0,0,0,0,0,0,0,0,0,0,0
README.platforms,35,4,0,0,0,0,0,0,0,0,0,0,0
LICENSE,266,6,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/fcgi_protocol.h,15,2,0,0,0,0,0,0,0,0,0,0,0
NOTICE,19,6,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUproxyajp,43,8,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_access_compat.dsp,218,2,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_core.dsp,218,2,0,0,0,0,0,0,0,0,0,0,0
os/win32/Makefile.in,10,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/Makefile.in,16,2,0,0,0,0,0,0,0,0,0,0,0
srclib/pcre/dftables.c,10,2,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/NWGNUrewrite,64,6,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_core.dsp,440,3,0,0,0,0,0,0,0,0,0,0,0
modules/debugging/mod_bucketeer.dsp,20,1,0,0,0,0,0,0,0,0,0,0,0
modules/debugging/mod_dumpio.dsp,20,1,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_fcgi.dsp,274,2,0,0,0,0,0,0,0,0,0,0,0
build/NWGNUenvironment.inc,498,34,0,0,0,0,0,0,0,0,0,0,0
modules/cache/NWGNUmakefile,37,8,0,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/NWGNUmakefile,76,10,0,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/NWGNUmakefile,70,9,0,0,0,0,0,0,0,0,0,0,0
modules/dav/main/NWGNUmakefile,83,9,0,0,0,0,0,0,0,0,0,0,0
modules/debugging/NWGNUmakefile,54,5,0,0,0,0,0,0,0,0,0,0,0
modules/echo/NWGNUmakefile,70,7,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUdeflate,35,7,0,0,0,0,0,0,0,0,0,0,0
modules/generators/NWGNUmakefile,49,4,0,0,0,0,0,0,0,0,0,0,0
modules/loggers/NWGNUforensic,71,7,0,0,0,0,0,0,0,0,0,0,0
modules/loggers/NWGNUmakefile,50,5,0,0,0,0,0,0,0,0,0,0,0
modules/loggers/NWGNUmodlogio,71,7,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/NWGNUmakefile,48,4,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUmakefile,49,5,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUmakefile,86,11,0,0,0,0,0,0,0,0,0,0,0
modules/ssl/NWGNUmakefile,164,15,0,0,0,0,0,0,0,0,0,0,0
support/NWGNUmakefile,212,5,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/CHANGES,4,1,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/mod_sedfilter.c,110,4,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/NWGNUsedfilter,18,2,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/NWGNUexample,19,3,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthbasc,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthdigt,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthnano,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthndbm,61,5,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthnfil,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthnzldap,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthzdbm,60,5,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthzgrp,61,5,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthzusr,61,5,0,0,0,0,0,0,0,0,0,0,0
modules/cache/NWGNUdsk_cach,48,2,0,0,0,0,0,0,0,0,0,0,0
modules/cache/NWGNUmem_cach,44,1,0,0,0,0,0,0,0,0,0,0,0
modules/cache/NWGNUmod_cach,66,5,0,0,0,0,0,0,0,0,0,0,0
modules/debugging/NWGNUmodbucketeer,66,6,0,0,0,0,0,0,0,0,0,0,0
modules/debugging/NWGNUmoddumpio,66,6,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/NWGNUcase_flt,517,2,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/NWGNUcase_flt_in,517,2,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUcharsetl,39,5,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUextfiltr,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUmod_filter,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/generators/NWGNUautoindex,64,5,0,0,0,0,0,0,0,0,0,0,0
modules/generators/NWGNUinfo,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/generators/NWGNUmod_asis,64,5,0,0,0,0,0,0,0,0,0,0,0
modules/generators/NWGNUmod_cgi,59,5,0,0,0,0,0,0,0,0,0,0,0
modules/generators/NWGNUstatus,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/NWGNUactions,61,5,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/NWGNUimagemap,63,5,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/NWGNUspeling,61,5,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/NWGNUuserdir,63,5,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/NWGNUvhost,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUcernmeta,60,5,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUexpires,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUheaders,64,5,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUmimemagi,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUmodident,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUmodversion,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUuniqueid,66,5,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUusertrk,62,5,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUproxybalancer,79,7,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUproxycon,69,7,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUproxyftp,75,7,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUproxyhtp,76,7,0,0,0,0,0,0,0,0,0,0,0
build/NWGNUmakefile,278,22,0,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_scache_memcache.c,281,13,0,0,0,0,0,0,0,0,0,0,0
.gdbinit,102,5,0,0,0,0,0,0,0,0,0,0,0
srclib/pcre/NWGNUmakefile,14,1,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/mod_rewrite_filter.c,110,1,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/README,17,1,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/mod_substitute.c,8,1,0,0,0,0,0,0,0,0,0,0,0
support/httxt2dbm.dsp,224,3,0,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_filter.dsp,4,1,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_lbmethod_rr.c,39,1,0,0,0,0,0,0,0,0,0,0,0
modules/examples/mod_example_hooks.dsp,42,1,0,0,0,0,0,0,0,0,0,0,0
modules/examples/NWGNUmakefile,24,5,0,0,0,0,0,0,0,0,0,0,0
modules/examples/NWGNUexample_ipc,546,5,0,0,0,0,0,0,0,0,0,0,0
support/NWGNUab,146,6,0,0,0,0,0,0,0,0,0,0,0
server/util_expr.c,554,15,0,0,0,0,0,0,0,0,0,0,0
build/prebuildNW.bat,2,1,0,0,0,0,0,0,0,0,0,0,0
modules/cache/ap_socache.h,151,3,0,0,0,0,0,0,0,0,0,0,0
modules/session/NWGNUmakefile,525,7,0,0,0,0,0,0,0,0,0,0,0
modules/session/NWGNUsession,559,8,0,0,0,0,0,0,0,0,0,0,0
modules/session/NWGNUsession_cookie,553,7,0,0,0,0,0,0,0,0,0,0,0
modules/session/NWGNUsession_crypto,557,7,0,0,0,0,0,0,0,0,0,0,0
modules/session/NWGNUsession_dbd,561,7,0,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_request.h,23,2,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthform,33,6,0,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache.imp,27,3,0,0,0,0,0,0,0,0,0,0,0
server/mpm/MPM.NAMING,19,6,0,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_api.h,10,1,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUmod_request,526,5,0,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_sed.dsp,294,2,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/Makefile.in,5,3,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/config.m4,7,1,0,0,0,0,0,0,0,0,0,0,0
modules/wombat/config.m4,4,2,0,0,0,0,0,0,0,0,0,0,0
modules/lua/vmprep.c,429,3,0,0,0,0,0,0,0,0,0,0,0
modules/lua/apr_lua.c,3,1,0,0,0,0,0,0,0,0,0,0,0
modules/lua/apr_lua.h,2,1,0,0,0,0,0,0,0,0,0,0,0
modules/lua/config.h,10,1,0,0,0,0,0,0,0,0,0,0,0
modules/lua/request.c,102,1,0,0,0,0,0,0,0,0,0,0,0
modules/lua/request.h,14,1,0,0,0,0,0,0,0,0,0,0,0
modules/lua/vmprep.h,46,1,0,0,0,0,0,0,0,0,0,0,0
modules/mem/mod_plainmem.c,248,16,0,0,0,0,0,0,0,0,0,0,0
modules/mem/mod_sharedmem.c,916,26,0,0,0,0,0,0,0,0,0,0,0
modules/mem/sharedmem_util.c,287,5,0,0,0,0,0,0,0,0,0,0,0
modules/mem/sharedmem_util.h,2,1,0,0,0,0,0,0,0,0,0,0,0
modules/mem/slotmem.h,47,2,0,0,0,0,0,0,0,0,0,0,0
modules/mem/config5.m4,17,2,0,0,0,0,0,0,0,0,0,0,0
modules/mem/modules.mk,4,1,0,0,0,0,0,0,0,0,0,0,0
modules/mem/mod_slotmem.h,101,4,0,0,0,0,0,0,0,0,0,0,0
modules/mem/providers/mod_plainmem.c,144,4,0,0,0,0,0,0,0,0,0,0,0
modules/mem/providers/mod_sharedmem.c,323,4,0,0,0,0,0,0,0,0,0,0,0
modules/mem/providers/config2.m4,3,1,0,0,0,0,0,0,0,0,0,0,0
modules/mem/mod_slotmem.c,21,3,0,0,0,0,0,0,0,0,0,0,0
modules/mem/Makefile.in,3,1,0,0,0,0,0,0,0,0,0,0,0
modules/mem/config.m4,23,3,0,0,0,0,0,0,0,0,0,0,0
modules/lua/README,8,3,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_watchdog.c,109,9,0,0,0,0,0,0,0,0,0,0,0
server/slotmem.c,58,8,0,0,0,0,0,0,0,0,0,0,0
modules/lua/mod_lua.dsp,24,2,0,0,0,0,0,0,0,0,0,0,0
config.layout,79,4,0,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_watchdog.h,35,1,0,0,0,0,0,0,0,0,0,0,0
modules/cluster/mod_heartbeat.dsp,4,1,0,0,0,0,0,0,0,0,0,0,0
modules/cluster/mod_heartmonitor.dsp,4,1,0,0,0,0,0,0,0,0,0,0,0
modules/cluster/NWGNUmodheartbeat,551,8,0,0,0,0,0,0,0,0,0,0,0
modules/cluster/NWGNUmodheartmonitor,547,8,0,0,0,0,0,0,0,0,0,0,0
build/NWGNUhead.inc,75,3,0,0,0,0,0,0,0,0,0,0,0
modules/lua/NWGNUmakefile,592,11,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUproxyfcgi,561,8,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUproxyscgi,31,6,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUserf,676,5,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUmodbuffer,542,5,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUratelimit,542,5,0,0,0,0,0,0,0,0,0,0,0
server/mpm/Makefile.in,2,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/event/Makefile.in,6,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/Makefile.in,6,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/Makefile.in,6,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/Makefile.in,5,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/Makefile.in,5,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/mpm_default.h,5,1,0,0,0,0,0,0,0,0,0,0,0
modules/cache/NWGNUsocachdbm,24,5,0,0,0,0,0,0,0,0,0,0,0
modules/cache/NWGNUsocachshmcb,24,5,0,0,0,0,0,0,0,0,0,0,0
modules/lua/docs/basic-configuration.txt,12,2,0,0,0,0,0,0,0,0,0,0,0
modules/lua/docs/running-developer-tests.txt,4,1,0,0,0,0,0,0,0,0,0,0,0
modules/lua/docs/writing-handlers.txt,2,1,0,0,0,0,0,0,0,0,0,0,0
modules/lua/test/test_httpd.conf,3,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/event/pod.c,4,2,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUauthnsocache,27,5,0,0,0,0,0,0,0,0,0,0,0
modules/examples/NWGNUcase_flt,26,4,0,0,0,0,0,0,0,0,0,0,0
modules/examples/NWGNUcase_flt_in,26,4,0,0,0,0,0,0,0,0,0,0,0
modules/examples/NWGNUexample_hooks,28,4,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/NWGNUnoloris,538,5,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUmodsed,26,4,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUreflector,538,5,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUreqtimeout,26,4,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUsubstitute,26,4,0,0,0,0,0,0,0,0,0,0,0
modules/metadata/NWGNUremoteip,26,4,0,0,0,0,0,0,0,0,0,0,0
modules/test/NWGNUoptfnexport,26,4,0,0,0,0,0,0,0,0,0,0,0
modules/test/NWGNUoptfnimport,26,4,0,0,0,0,0,0,0,0,0,0,0
modules/test/NWGNUopthookexport,26,4,0,0,0,0,0,0,0,0,0,0,0
modules/test/NWGNUopthookimport,26,4,0,0,0,0,0,0,0,0,0,0,0
support/NWGNUhtcacheclean,41,5,0,0,0,0,0,0,0,0,0,0,0
support/NWGNUhtdbm,17,4,0,0,0,0,0,0,0,0,0,0,0
support/NWGNUhtdigest,17,4,0,0,0,0,0,0,0,0,0,0,0
support/NWGNUhtpasswd,17,4,0,0,0,0,0,0,0,0,0,0,0
support/NWGNUlogres,17,4,0,0,0,0,0,0,0,0,0,0,0
support/NWGNUrotlogs,17,4,0,0,0,0,0,0,0,0,0,0,0
modules/http/config2.m4,4,1,0,0,0,0,0,0,0,0,0,0,0
server/NWGNUmakefile,20,3,0,0,0,0,0,0,0,0,0,0,0
modules/cluster/NWGNUmakefile,504,3,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_serf.dsp,246,1,0,0,0,0,0,0,0,0,0,0,0
build/NWGNUscripts.inc,90,5,0,0,0,0,0,0,0,0,0,0,0
modules/aaa/NWGNUallowmethods,20,3,0,0,0,0,0,0,0,0,0,0,0
modules/cache/NWGNUcach_dsk,24,4,0,0,0,0,0,0,0,0,0,0,0
modules/slotmem/NWGNUmakefile,12,2,0,0,0,0,0,0,0,0,0,0,0
modules/slotmem/NWGNUslotmem_plain,20,3,0,0,0,0,0,0,0,0,0,0,0
modules/slotmem/NWGNUslotmem_shm,20,3,0,0,0,0,0,0,0,0,0,0,0
modules/test/NWGNUmakefile,25,4,0,0,0,0,0,0,0,0,0,0,0
modules/cache/NWGNUsocachmem,2,1,0,0,0,0,0,0,0,0,0,0,0
build/rpm/httpd.logrotate,2,1,0,0,0,0,0,0,0,0,0,0,0
include/ap_ldap.h.in,112,6,0,0,0,0,0,0,0,0,0,0,0
include/ap_ldap_init.h,96,6,0,0,0,0,0,0,0,0,0,0,0
include/ap_ldap_option.h,68,6,0,0,0,0,0,0,0,0,0,0,0
include/ap_ldap_rebind.h,80,6,0,0,0,0,0,0,0,0,0,0,0
include/ap_ldap_url.h,88,6,0,0,0,0,0,0,0,0,0,0,0
modules/ldap/ap_ldap_init.c,18,4,0,0,0,0,0,0,0,0,0,0,0
modules/ldap/ap_ldap_option.c,18,4,0,0,0,0,0,0,0,0,0,0,0
modules/ldap/ap_ldap_rebind.c,18,6,0,0,0,0,0,0,0,0,0,0,0
modules/ldap/ap_ldap_url.c,22,4,0,0,0,0,0,0,0,0,0,0,0
include/ap_ldap.hnw,46,2,0,0,0,0,0,0,0,0,0,0,0
include/ap_ldap.hw,92,6,0,0,0,0,0,0,0,0,0,0,0
build/find_ldap.m4,2,2,0,0,0,0,0,0,0,0,0,0,0
Apache-apr2.dsw,201,8,0,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/SIMPLE.README,2,1,0,0,0,0,0,0,0,0,0,0,0
modules/wombat/vmprep.h,6,1,0,0,0,0,0,0,0,0,0,0,0
modules/wombat/mod_wombat.h,4,1,0,0,0,0,0,0,0,0,0,0,0
modules/wombat/request.c,16,2,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUmod_data,2,1,0,0,0,0,0,0,0,0,0,0,0
test/Makefile.in,4,1,0,0,0,0,0,0,0,0,0,0,0
